pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,00 - Inbox_arcFrac,00 - Inbox_alphaFrac,01 - Projects_arcFrac,01 - Projects_alphaFrac,02 - Areas_arcFrac,02 - Areas_alphaFrac,04 - Daily Notes_arcFrac,04 - Daily Notes_alphaFrac,05 - Meeting Notes_arcFrac,05 - Meeting Notes_alphaFrac,06 - Zettelkasten_arcFrac,06 - Zettelkasten_alphaFrac,07 - Weekly Reviews_arcFrac,07 - Weekly Reviews_alphaFrac,08 - Archive_arcFrac,08 - Archive_alphaFrac,09 - Maps of Content_arcFrac,09 - Maps of Content_alphaFrac,10 - Literature Notes_arcFrac,10 - Literature Notes_alphaFrac,11 - Clippings_arcFrac,11 - Clippings_alphaFrac,12 - Journal_arcFrac,12 - Journal_alphaFrac,13 - Someday Maybe_arcFrac,13 - Someday Maybe_alphaFrac,14 - Reading List_arcFrac,14 - Reading List_alphaFrac,15 - Courses_arcFrac,15 - Courses_alphaFrac,(vault root)_arcFrac,(vault root)_alphaFrac,03 - Resources_arc,03 - Resources_noteArc
0.2140,0.1178,1372.1,11.87,5.97,1105.9,1807.9,2598.3,4104,0.863,0.667,0.056,0.048,1.016,0.795,1,0.921,1.267,1,1.266,1,1.263,1,1.08,1,0.849,0.823,0.995,0.821,0.85,0.816,0.85,0.801,0.863,0.5,0.863,1,1.08,1,0.863,0.5,70.1,65.6
0.2170,0.1208,1388.6,11.92,5.98,1105.9,1809.2,2598.3,4109.3,0.862,0.667,0.049,0.041,1,0.779,0.993,0.912,1.272,1,1.271,1,1.269,1,1.083,1,0.848,0.82,0.996,0.818,0.849,0.813,0.849,0.799,0.862,0.5,0.862,1,1.083,1,0.862,0.5,70.3,65.7
0.2190,0.1229,1405.3,11.95,5.99,1105.9,1810.6,2598.3,4114.6,0.861,0.667,0.042,0.035,0.985,0.763,0.985,0.903,1.278,1,1.276,1,1.274,1,1.085,1,0.848,0.817,0.997,0.815,0.848,0.81,0.848,0.796,0.861,0.5,0.861,1,1.085,1,0.861,0.5,70.4,65.9
0.2220,0.1260,1422.2,11.98,6.01,1105.9,1811.9,2598.3,4119.9,0.86,0.667,0.035,0.03,0.968,0.745,0.977,0.893,1.283,1,1.282,1,1.279,1,1.088,1,0.847,0.814,0.997,0.812,0.847,0.808,0.848,0.794,0.86,0.5,0.86,1,1.088,1,0.86,0.5,70.6,66
0.2240,0.1280,1438.8,12.03,6.02,1105.9,1813.3,2598.3,4125.3,0.859,0.667,0.032,0.025,0.949,0.727,0.971,0.882,1.288,1,1.287,1,1.284,1,1.09,1,0.846,0.811,0.998,0.809,0.846,0.805,0.847,0.791,0.859,0.5,0.859,1,1.09,1,0.859,0.5,70.7,66.1
0.2270,0.1312,1455.4,12.06,6.02,1105.9,1814.7,2598.3,4130.8,0.858,0.667,0.032,0.021,0.929,0.709,0.965,0.87,1.292,1,1.291,1,1.288,1,1.092,1,0.844,0.808,0.998,0.806,0.845,0.802,0.846,0.789,0.858,0.5,0.858,1,1.092,1,0.858,0.5,70.9,66.3
0.2300,0.1344,1472,12.11,6.05,1105.9,1816.1,2598.3,4136.3,0.857,0.667,0.032,0.017,0.909,0.69,0.958,0.858,1.296,1,1.295,1,1.293,1,1.095,1,0.843,0.805,0.997,0.803,0.844,0.799,0.845,0.787,0.857,0.5,0.857,1,1.095,1,0.857,0.5,71,66.4
0.2320,0.1365,1488.7,12.14,6.06,1105.9,1817.5,2598.3,4141.8,0.856,0.667,0.032,0.014,0.889,0.671,0.951,0.846,1.3,1,1.299,1,1.297,1,1.097,1,0.842,0.803,0.997,0.8,0.843,0.796,0.844,0.784,0.856,0.5,0.856,1,1.097,1,0.856,0.5,71.2,66.6
0.2350,0.1397,1505.6,12.19,6.07,1105.9,1818.9,2598.3,4147.4,0.855,0.667,0.032,0.011,0.867,0.652,0.943,0.833,1.305,1,1.304,1,1.302,1,1.1,1,0.841,0.8,0.997,0.797,0.842,0.793,0.843,0.782,0.855,0.5,0.855,1,1.1,1,0.855,0.5,71.4,66.7
0.2370,0.1419,1522.1,12.22,6.09,1105.9,1820.4,2598.3,4153.1,0.854,0.667,0.032,0.008,0.845,0.632,0.935,0.819,1.309,1,1.308,1,1.306,1,1.102,1,0.841,0.797,0.997,0.795,0.841,0.79,0.842,0.779,0.854,0.5,0.854,1,1.103,1,0.854,0.5,71.5,66.9
0.2400,0.1452,1538.9,12.27,6.1,1105.9,1821.8,2598.3,4158.8,0.853,0.667,0.032,0.006,0.823,0.611,0.926,0.805,1.314,1,1.313,1,1.311,1,1.105,1,0.84,0.794,0.997,0.792,0.84,0.787,0.842,0.777,0.853,0.5,0.853,1,1.105,1,0.853,0.5,71.7,67
0.2430,0.1484,1555.4,12.32,6.11,1105.9,1823.3,2598.3,4164.5,0.852,0.667,0.029,0.005,0.8,0.59,0.919,0.79,1.319,1,1.318,1,1.317,1,1.108,1,0.839,0.791,0.998,0.789,0.839,0.784,0.841,0.774,0.852,0.5,0.852,1,1.108,1,0.852,0.5,71.9,66.8
0.2450,0.1507,1572,12.35,6.14,1105.9,1824.8,2598.3,4170.3,0.851,0.667,0.02,0.003,0.778,0.57,0.912,0.776,1.326,1,1.325,1,1.323,1,1.11,1,0.838,0.788,1,0.786,0.838,0.782,0.84,0.772,0.851,0.5,0.851,1,1.111,1,0.851,0.5,72.1,67.3
0.2480,0.1540,1588.8,12.4,6.15,1105.9,1826.3,2598.3,4176.1,0.85,0.667,0.013,0.002,0.755,0.549,0.904,0.76,1.333,1,1.332,1,1.33,1,1.113,1,0.836,0.785,1.002,0.783,0.837,0.779,0.839,0.769,0.85,0.5,0.85,1,1.113,1,0.85,0.5,72.2,67.5
0.2510,0.1574,1605.5,12.45,6.16,1105.9,1827.8,2598.3,4181.9,0.849,0.667,0.007,0.001,0.73,0.527,0.896,0.744,1.34,1,1.339,1,1.336,1,1.115,1,0.835,0.782,1.003,0.78,0.836,0.776,0.838,0.766,0.849,0.5,0.849,1,1.116,1,0.849,0.5,72.4,67.7
0.2530,0.1596,1622.3,12.5,6.19,1105.9,1829.4,2598.3,4187.8,0.848,0.667,0.003,0.001,0.706,0.505,0.887,0.727,1.346,1,1.345,1,1.342,1,1.118,1,0.834,0.779,1.004,0.777,0.836,0.773,0.838,0.763,0.848,0.5,0.848,1,1.119,1,0.848,0.5,72.6,67.8
0.2560,0.1631,1638.9,12.55,6.2,1105.9,1831,2598.3,4193.8,0.847,0.667,0,0,0.686,0.484,0.878,0.71,1.351,1,1.35,1,1.347,1,1.121,1,0.834,0.776,1.004,0.774,0.835,0.77,0.837,0.76,0.847,0.5,0.847,1,1.122,1,0.847,0.5,72.8,68
0.2580,0.1653,1655.5,12.6,6.21,1105.9,1832.5,2598.3,4199.8,0.846,0.667,-0.002,0,0.667,0.463,0.864,0.693,1.355,1,1.354,1,1.352,1,1.125,1,0.834,0.773,1.004,0.771,0.835,0.767,0.837,0.756,0.846,0.5,0.846,1,1.126,1,0.846,0.5,73,68.3
0.2610,0.1688,1672.5,12.65,6.23,1105.9,1834.1,2598.3,4205.8,0.845,0.667,0,0,0.648,0.441,0.845,0.675,1.359,1,1.359,1,1.356,1,1.13,1,0.835,0.77,1.004,0.768,0.836,0.764,0.838,0.753,0.845,0.5,0.845,1,1.131,1,0.845,0.5,73.3,68.6
0.2640,0.1723,1689.2,12.7,6.24,1105.9,1835.7,2598.3,4211.9,0.844,0.667,0,0,0.628,0.42,0.827,0.657,1.363,0.999,1.363,1,1.361,1,1.135,1,0.835,0.767,1.003,0.765,0.836,0.762,0.838,0.75,0.844,0.5,0.844,1,1.135,1,0.844,0.5,73.6,68.8
0.2660,0.1746,1705.6,12.75,6.27,1105.9,1837.4,2598.3,4218,0.843,0.667,0,0,0.608,0.399,0.808,0.638,1.367,0.999,1.368,1,1.365,1,1.139,1,0.836,0.764,1.003,0.762,0.837,0.759,0.839,0.747,0.843,0.5,0.843,1,1.14,1,0.843,0.5,74,69.1
0.2690,0.1782,1724,12.8,6.28,1105.9,1839,2598.3,4224.2,0.842,0.667,0,0,0.588,0.379,0.79,0.62,1.371,0.999,1.372,1,1.37,1,1.144,1,0.837,0.761,1.003,0.759,0.838,0.756,0.84,0.744,0.842,0.5,0.842,1,1.145,1,0.842,0.5,74.3,69.4
0.2720,0.1817,1738.9,12.84,6.29,1105.9,1840.7,2598.3,4230.5,0.841,0.667,0,0,0.565,0.356,0.77,0.599,1.376,0.998,1.377,1,1.375,1,1.15,1,0.837,0.758,1.003,0.756,0.838,0.753,0.84,0.74,0.841,0.5,0.841,1,1.15,1,0.841,0.5,74.6,69.8
0.2740,0.1841,1755.6,12.89,6.28,1105.9,1842.4,2598.3,4236.7,0.84,0.667,0,0,0.544,0.339,0.753,0.582,1.379,0.997,1.382,1,1.38,1,1.154,1,0.838,0.755,1.003,0.754,0.839,0.75,0.841,0.738,0.84,0.5,0.84,1,1.154,1,0.84,0.5,74.9,70
0.2770,0.1877,1772.4,12.9,6.27,1105.9,1844.1,2598.3,4243,0.839,0.667,0,0,0.51,0.32,0.729,0.563,1.386,0.996,1.39,1,1.388,1,1.16,1,0.84,0.752,1.005,0.751,0.841,0.747,0.842,0.735,0.839,0.5,0.839,1,1.16,1,0.839,0.5,75.3,70.4
0.2790,0.1901,1789.1,12.87,6.26,1105.9,1845.8,2598.3,4249.3,0.839,0.667,0,0,0.478,0.301,0.699,0.543,1.392,0.995,1.397,1,1.394,1,1.167,1,0.842,0.749,1.006,0.748,0.843,0.744,0.845,0.732,0.839,0.5,0.839,1,1.167,1,0.839,0.5,75.8,70.8
0.2820,0.1937,1805.7,12.84,6.25,1105.9,1847.5,2598.3,4255.6,0.838,0.667,0,0,0.45,0.283,0.67,0.524,1.397,0.994,1.404,1,1.401,1,1.174,1,0.845,0.747,1.007,0.745,0.845,0.741,0.847,0.729,0.838,0.5,0.838,1,1.174,1,0.838,0.5,76.2,71.3
0.2840,0.1962,1822.6,12.83,6.24,1105.9,1849.2,2598.3,4262,0.837,0.667,0,0,0.423,0.265,0.642,0.504,1.402,0.993,1.41,1,1.407,1,1.181,1,0.847,0.744,1.008,0.742,0.847,0.738,0.849,0.726,0.837,0.5,0.837,1,1.181,1,0.837,0.5,76.7,71.7
0.2870,0.1998,1839,12.49,6.23,1105.9,1851,2598.3,4268.4,0.838,0.667,0,0,0.402,0.248,0.601,0.484,1.405,0.991,1.416,1,1.413,1,1.191,1,0.851,0.741,1.009,0.739,0.852,0.735,0.853,0.723,0.838,0.5,0.838,1,1.19,1,0.838,0.5,77.3,72.3
0.2900,0.2035,1855.8,12.53,6.22,1105.9,1852.7,2598.3,4274.9,0.837,0.667,0,0,0.385,0.232,0.577,0.465,1.408,0.99,1.421,1,1.418,1,1.197,1,0.852,0.738,1.008,0.736,0.853,0.733,0.854,0.721,0.837,0.5,0.837,1,1.196,1,0.837,0.5,77.7,72.7
0.2920,0.2060,1872.6,12.59,5.84,1105.9,1854.5,2598.3,4281.3,0.836,0.667,0,0,0.353,0.216,0.554,0.446,1.413,0.988,1.429,1,1.426,1,1.203,1,0.854,0.735,1.01,0.733,0.854,0.73,0.855,0.718,0.836,0.5,0.836,1,1.202,1,0.836,0.5,78,73
0.2950,0.2097,1889.2,12.63,5.82,1105.9,1856.3,2598.3,4287.9,0.835,0.667,0,0,0.343,0.2,0.531,0.426,1.414,0.986,1.433,1,1.43,1,1.209,1,0.855,0.732,1.009,0.73,0.855,0.727,0.856,0.716,0.835,0.5,0.835,1,1.208,1,0.835,0.5,78.4,73.4
0.2970,0.2122,1905.8,12.68,5.81,1105.9,1858.1,2598.3,4294.4,0.834,0.667,0,0,0.334,0.185,0.508,0.407,1.415,0.984,1.437,1,1.435,1,1.215,1,0.856,0.729,1.008,0.727,0.857,0.724,0.857,0.714,0.834,0.5,0.834,1,1.214,1,0.834,0.5,78.8,73.8
0.3000,0.2160,1922.5,12.72,5.8,1105.9,1860,2598.3,4301,0.833,0.667,0,0,0.324,0.171,0.486,0.388,1.415,0.981,1.441,1,1.439,1,1.22,0.999,0.857,0.726,1.008,0.724,0.858,0.721,0.858,0.711,0.833,0.5,0.833,1,1.219,1,0.833,0.5,79.2,74.1
0.3030,0.2198,1939,12.77,5.79,1105.9,1861.8,2598.3,4307.7,0.832,0.667,0,0,0.314,0.157,0.464,0.369,1.416,0.978,1.445,1,1.444,1,1.225,0.999,0.859,0.723,1.007,0.721,0.859,0.718,0.86,0.709,0.832,0.5,0.832,1,1.225,1,0.832,0.5,79.6,74.5
0.3050,0.2223,1955.9,12.12,5.78,1105.9,1863.7,2598.3,4314.3,0.834,0.667,0,0,0.304,0.144,0.416,0.351,1.416,0.976,1.45,1,1.449,1,1.236,0.998,0.864,0.72,1.006,0.719,0.864,0.715,0.865,0.706,0.834,0.5,0.834,1,1.236,1,0.834,0.5,80.3,75.2
0.3080,0.2262,1972.5,12.17,5.77,1105.9,1865.6,2598.3,4321,0.833,0.667,0,0,0.288,0.131,0.396,0.332,1.417,0.972,1.456,1,1.455,1,1.241,0.997,0.865,0.717,1.007,0.716,0.865,0.713,0.865,0.704,0.833,0.5,0.833,1,1.242,1,0.833,0.5,80.7,75.6
0.3100,0.2287,1989.4,12.21,5.75,1105.9,1867.5,2598.3,4327.8,0.832,0.667,0,0,0.265,0.119,0.376,0.314,1.42,0.969,1.464,1,1.462,1,1.245,0.996,0.865,0.714,1.008,0.713,0.866,0.71,0.866,0.701,0.832,0.5,0.832,1,1.248,1,0.832,0.5,81.1,75.7
0.3130,0.2326,2005.9,12.25,5.74,1105.9,1869.4,2598.3,4334.6,0.833,0.667,0,0,0.245,0.108,0.357,0.297,1.422,0.966,1.471,1,1.469,1,1.249,0.994,0.866,0.711,1.009,0.71,0.866,0.707,0.867,0.699,0.831,0.5,0.831,1,1.253,1,0.831,0.5,81.4,76.1
0.3160,0.2365,2022.6,12.28,5.73,1105.9,1871.3,2598.3,4341.4,0.834,0.667,0,0,0.227,0.098,0.339,0.28,1.423,0.962,1.478,1,1.476,1,1.253,0.993,0.867,0.708,1.01,0.707,0.867,0.704,0.868,0.697,0.83,0.5,0.83,1,1.259,1,0.83,0.5,81.8,76.5
0.3180,0.2391,2039.2,12.32,5.72,1105.9,1873.3,2598.3,4348.2,0.835,0.667,0,0,0.212,0.088,0.32,0.263,1.424,0.958,1.484,1,1.482,1,1.257,0.991,0.868,0.705,1.011,0.704,0.868,0.701,0.869,0.694,0.829,0.5,0.829,1,1.265,1,0.829,0.5,82.2,76.8
0.3210,0.2430,2055.9,12.36,5.68,1105.9,1875.2,2598.3,4355.1,0.835,0.667,0,0,0.194,0.078,0.301,0.247,1.425,0.954,1.492,1,1.49,1,1.26,0.989,0.869,0.702,1.012,0.701,0.869,0.698,0.87,0.692,0.829,0.5,0.829,1,1.271,1,0.829,0.5,82.6,77.2
0.3240,0.2469,2072.5,12.4,5.32,1105.9,1877.2,2598.3,4362,0.836,0.667,0,0,0.149,0.069,0.284,0.231,1.431,0.949,1.505,1,1.502,1,1.263,0.986,0.87,0.699,1.017,0.698,0.87,0.695,0.87,0.689,0.828,0.5,0.828,1,1.277,1,0.828,0.5,83,77.6
0.3260,0.2495,2089.5,12.44,5.3,1105.9,1879.2,2598.3,4368.9,0.837,0.667,0,0,0.129,0.061,0.266,0.215,1.432,0.945,1.513,1,1.51,1,1.265,0.983,0.87,0.696,1.018,0.695,0.871,0.692,0.871,0.686,0.827,0.5,0.827,1,1.283,1,0.827,0.5,83.4,77.9
0.3290,0.2535,2106,12.48,5.29,1105.9,1881.2,2598.3,4375.9,0.838,0.667,0,0,0.111,0.053,0.249,0.201,1.432,0.94,1.521,1,1.518,1,1.267,0.98,0.871,0.693,1.02,0.692,0.872,0.689,0.872,0.683,0.826,0.5,0.826,1,1.289,1,0.826,0.5,83.8,78.3
0.3310,0.2562,2122.7,12.51,5.28,1105.9,1883.3,2598.3,4382.9,0.839,0.667,0,0,0.095,0.046,0.233,0.186,1.432,0.935,1.529,1,1.526,1,1.269,0.977,0.872,0.691,1.021,0.689,0.872,0.687,0.873,0.68,0.825,0.5,0.825,1,1.295,1,0.825,0.5,84.1,78.7
0.3340,0.2601,2139.3,12.55,5.27,1105.9,1885.3,2598.3,4389.9,0.84,0.667,0,0,0.082,0.04,0.217,0.172,1.431,0.929,1.537,1,1.533,1,1.27,0.973,0.873,0.688,1.022,0.686,0.873,0.684,0.874,0.677,0.824,0.5,0.824,1,1.301,1,0.824,0.5,84.6,79.1
0.3370,0.2642,2156,12.58,5.26,1105.9,1887.4,2598.3,4396.9,0.84,0.667,0,0,0.076,0.034,0.201,0.159,1.429,0.924,1.543,1,1.539,1,1.271,0.969,0.874,0.685,1.022,0.683,0.874,0.681,0.875,0.674,0.824,0.5,0.824,1,1.307,1,0.824,0.5,85,79.5
0.3390,0.2668,2172.6,12.62,4.87,1105.9,1889.5,2598.3,4404,0.841,0.667,0,0,0.052,0.029,0.186,0.146,1.43,0.918,1.553,1,1.55,1,1.272,0.964,0.875,0.682,1.025,0.68,0.875,0.678,0.876,0.671,0.823,0.5,0.823,1,1.314,1,0.823,0.5,85.4,79.8
0.3420,0.2709,2189.4,12.67,4.86,1105.9,1891.6,2598.3,4411.1,0.842,0.667,0,0,0.052,0.024,0.172,0.134,1.426,0.912,1.559,1,1.555,1,1.272,0.959,0.876,0.679,1.025,0.678,0.876,0.675,0.876,0.668,0.822,0.5,0.822,1,1.32,1,0.822,0.5,85.8,80.2
0.3440,0.2736,2206,12.7,4.85,1105.9,1893.7,2598.3,4418.2,0.843,0.667,0,0,0.052,0.02,0.158,0.123,1.421,0.906,1.565,1,1.561,1,1.271,0.954,0.877,0.676,1.024,0.675,0.877,0.672,0.877,0.664,0.821,0.5,0.821,1,1.326,1,0.821,0.5,86.2,80.6
0.3470,0.2777,2222.7,12.73,4.84,1105.9,1895.8,2598.3,4425.4,0.844,0.667,0,0,0.052,0.016,0.145,0.112,1.417,0.9,1.571,1,1.567,1,1.27,0.948,0.877,0.673,1.024,0.672,0.878,0.669,0.878,0.661,0.82,0.5,0.82,1,1.332,1,0.82,0.5,86.6,81
0.3500,0.2817,2239.6,12.78,4.83,1105.9,1898,2598.3,4432.6,0.845,0.667,0,0,0.053,0.013,0.132,0.101,1.412,0.893,1.577,1,1.574,1,1.269,0.942,0.878,0.67,1.024,0.669,0.879,0.666,0.879,0.658,0.82,0.5,0.82,1,1.339,1,0.82,0.5,87,81.4
0.3520,0.2845,2256,12.82,4.82,1105.9,1900.1,2598.3,4439.8,0.845,0.667,0,0,0.053,0.01,0.12,0.091,1.407,0.887,1.583,1,1.58,1,1.267,0.936,0.879,0.667,1.024,0.666,0.879,0.663,0.88,0.655,0.819,0.5,0.819,1,1.346,1,0.819,0.5,87.5,81.8
0.3550,0.2886,2272.7,12.87,4.82,1105.9,1902.3,2598.3,4447.1,0.846,0.667,0,0,0.053,0.008,0.108,0.082,1.403,0.88,1.589,1,1.586,1,1.264,0.929,0.88,0.664,1.024,0.663,0.88,0.66,0.881,0.652,0.818,0.5,0.818,1,1.352,1,0.818,0.5,87.9,82.2
0.3570,0.2913,2289.6,12.9,4.81,1105.9,1904.5,2598.3,4454.3,0.847,0.667,0,0,0.043,0.006,0.098,0.073,1.4,0.873,1.598,1,1.595,1,1.261,0.922,0.881,0.661,1.025,0.66,0.881,0.658,0.882,0.649,0.817,0.5,0.817,1,1.359,1,0.817,0.5,88.3,82.6
0.3600,0.2955,2306.3,12.95,4.8,1105.9,1906.7,2598.3,4461.6,0.848,0.667,0,0,0.029,0.004,0.087,0.065,1.397,0.866,1.608,1,1.604,1,1.258,0.914,0.882,0.658,1.027,0.657,0.882,0.655,0.883,0.646,0.816,0.5,0.816,1,1.365,1,0.816,0.5,88.8,83.1
0.3630,0.2996,2322.8,12.98,4.79,1105.9,1909,2598.3,4469,0.849,0.667,0,0,0.019,0.003,0.078,0.057,1.394,0.859,1.617,1,1.613,1,1.253,0.906,0.883,0.655,1.029,0.654,0.883,0.652,0.883,0.643,0.816,0.5,0.816,1,1.372,1,0.816,0.5,89.2,83.5
0.3650,0.3024,2339.6,13.03,4.79,1105.9,1870.6,2598.3,4476.3,0.85,0.667,0,0,0.011,0.002,0.079,0.05,1.39,0.852,1.626,1,1.622,1,1.247,0.898,0.882,0.652,1.03,0.651,0.882,0.649,0.883,0.641,0.815,0.5,0.815,1,1.377,1,0.815,0.5,89.5,83.8
0.3680,0.3066,2356.9,13.07,4.78,1105.9,1842.3,2598.3,4483.7,0.85,0.667,0,0,0.004,0.001,0.079,0.044,1.386,0.844,1.635,1,1.63,1,1.24,0.889,0.882,0.649,1.032,0.648,0.882,0.646,0.883,0.638,0.814,0.5,0.814,1,1.382,1,0.814,0.5,89.8,84.1
0.3710,0.3108,2373.1,13.12,4.78,1105.9,1821.6,2598.3,4491.1,0.851,0.667,0,0,0,0.001,0.079,0.038,1.381,0.837,1.644,1,1.639,1,1.232,0.88,0.881,0.646,1.033,0.645,0.882,0.643,0.883,0.635,0.813,0.5,0.813,1,1.388,1,0.813,0.5,90.2,84.4
0.3730,0.3136,2389.6,13.16,4.78,1105.9,1806.5,2598.3,4498.6,0.852,0.667,0,0,-0.002,0,0.079,0.032,1.375,0.829,1.652,1,1.647,1,1.225,0.871,0.881,0.643,1.034,0.642,0.881,0.64,0.883,0.633,0.812,0.5,0.812,1,1.393,1,0.812,0.5,90.5,84.8
0.3760,0.3178,2406.4,13.2,4.77,1105.9,1795.6,2598.3,4506,0.853,0.667,0,0,0,0,0.08,0.027,1.37,0.822,1.659,1,1.655,1,1.217,0.861,0.881,0.641,1.034,0.64,0.881,0.638,0.883,0.631,0.812,0.5,0.812,1,1.399,1,0.812,0.5,90.9,85.1
0.3780,0.3206,2423.1,13.25,4.77,1105.9,1788,2598.3,4513.4,0.854,0.667,0,0,0,0,0.08,0.023,1.364,0.814,1.667,1,1.662,1,1.208,0.851,0.88,0.638,1.035,0.637,0.881,0.635,0.883,0.628,0.811,0.5,0.811,1,1.405,1,0.811,0.5,91.3,85.5
0.3810,0.3249,2439.7,13.3,4.77,1105.9,1782.7,2598.3,4520.9,0.855,0.667,0,0,0,0,0.075,0.019,1.358,0.807,1.675,1,1.67,1,1.201,0.841,0.881,0.635,1.035,0.634,0.882,0.632,0.884,0.626,0.81,0.5,0.81,1,1.412,1,0.81,0.5,91.7,85.9
0.3840,0.3291,2456.3,13.35,4.77,1105.9,1779.2,2598.3,4528.4,0.856,0.667,0,0,0,0,0.061,0.015,1.352,0.799,1.683,1,1.678,1,1.194,0.83,0.884,0.632,1.036,0.631,0.884,0.629,0.886,0.623,0.809,0.5,0.809,1,1.421,1,0.809,0.5,92.4,86.5
0.3860,0.3320,2472.9,13.41,4.77,1105.9,1777.1,2598.3,4535.9,0.857,0.667,0,0,0,0,0.049,0.012,1.345,0.791,1.691,1,1.686,1,1.187,0.819,0.886,0.629,1.036,0.628,0.887,0.626,0.888,0.621,0.808,0.5,0.808,1,1.43,1,0.808,0.5,92.9,87
0.3890,0.3362,2489.6,13.46,4.77,1105.9,1776,2598.3,4543.4,0.857,0.667,0,0,0,0,0.039,0.009,1.339,0.784,1.7,1,1.694,1,1.179,0.808,0.888,0.626,1.037,0.625,0.889,0.623,0.89,0.619,0.807,0.5,0.807,1,1.438,1,0.807,0.5,93.5,87.6
0.3910,0.3391,2506.3,13.53,4.77,1105.9,1775.7,2598.3,4551,0.858,0.667,0,0,0,0,0.03,0.007,1.333,0.776,1.708,1,1.702,1,1.17,0.797,0.89,0.623,1.038,0.622,0.89,0.62,0.891,0.616,0.807,0.5,0.807,1,1.447,1,0.807,0.5,94.1,88.1
0.3940,0.3434,2523,13.58,4.77,1105.9,1775.9,2598.3,4558.5,0.859,0.667,0,0,0,0,0.022,0.005,1.327,0.769,1.716,1,1.711,1,1.16,0.785,0.892,0.62,1.038,0.619,0.892,0.617,0.893,0.614,0.806,0.5,0.806,1,1.456,1,0.806,0.5,94.6,88.7
0.3960,0.3462,2539.6,13.63,4.76,1105.9,1776.6,2598.3,4566.1,0.86,0.667,0,0,0,0,0.016,0.004,1.32,0.761,1.725,1,1.719,1,1.15,0.772,0.893,0.617,1.039,0.616,0.894,0.614,0.894,0.611,0.805,0.5,0.805,1,1.464,1,0.805,0.5,95.2,89.2
0.3990,0.3506,2556.4,13.64,4.76,1105.9,1777.6,2598.3,4573.7,0.861,0.667,0,0,0,0,0.012,0.002,1.314,0.753,1.733,1,1.728,1,1.14,0.76,0.895,0.614,1.039,0.613,0.895,0.612,0.896,0.609,0.804,0.5,0.804,1,1.472,1,0.804,0.5,95.7,89.7
0.4020,0.3549,2573.2,13.62,4.76,1105.9,1778.9,2598.3,4581.4,0.862,0.667,0,0,0,0,0.008,0.001,1.307,0.746,1.742,1,1.736,1,1.128,0.748,0.896,0.611,1.04,0.61,0.896,0.609,0.897,0.606,0.803,0.5,0.803,1,1.48,1,0.803,0.5,96.3,90.3
0.4040,0.3578,2589.7,13.59,4.76,1105.9,1780.4,2598.3,4589,0.863,0.667,0,0,0,0,0.005,0.001,1.3,0.738,1.75,1,1.745,1,1.117,0.735,0.897,0.608,1.04,0.607,0.898,0.606,0.898,0.603,0.802,0.5,0.802,1,1.489,1,0.802,0.5,96.8,90.8
0.4070,0.3621,2606.4,13.57,4.76,1105.9,1782,2598.3,4596.7,0.864,0.667,0,0,0,0,0.003,0,1.294,0.731,1.759,1,1.753,1,1.105,0.723,0.899,0.605,1.041,0.604,0.899,0.603,0.899,0.6,0.801,0.5,0.801,1,1.497,1,0.801,0.5,97.3,91.3
0.4100,0.3665,2623.3,13.55,4.76,1105.9,1783.7,2598.3,4604.3,0.865,0.667,0,0,0,0,0,0,1.288,0.723,1.766,1,1.761,1,1.092,0.71,0.9,0.602,1.041,0.602,0.9,0.6,0.9,0.597,0.8,0.5,0.8,1,1.505,1,0.8,0.5,97.9,91.8
0.4120,0.3694,2639.7,13.54,4.76,1105.9,1785.5,2598.3,4612.1,0.866,0.667,0,0,0,0,0,0,1.283,0.715,1.773,1,1.768,1,1.079,0.697,0.9,0.599,1.04,0.599,0.901,0.597,0.901,0.594,0.798,0.5,0.798,1,1.513,1,0.798,0.5,98.4,92.3
0.4150,0.3737,2656.4,13.52,4.76,1105.9,1787.4,2598.3,4619.8,0.867,0.667,0,0,0,0,0,0,1.277,0.708,1.78,1,1.775,1,1.066,0.684,0.901,0.596,1.04,0.596,0.902,0.594,0.902,0.591,0.797,0.5,0.797,1,1.52,1,0.797,0.5,98.9,92.8
0.4170,0.3766,2673.2,13.51,4.76,1105.9,1789.3,2598.3,4627.5,0.868,0.667,0,0,0,0,0,0,1.272,0.7,1.788,1,1.783,1,1.053,0.671,0.902,0.593,1.04,0.593,0.903,0.592,0.903,0.588,0.796,0.5,0.796,1,1.529,1,0.796,0.5,99.4,92.7
0.4200,0.3810,2689.7,13.49,4.76,1105.9,1791.3,2598.3,4635.2,0.868,0.667,0,0,0,0,0,0,1.266,0.692,1.796,1,1.791,1,1.039,0.658,0.903,0.59,1.039,0.59,0.903,0.589,0.904,0.585,0.795,0.5,0.795,1,1.537,1,0.795,0.5,100,93.3
0.4230,0.3854,2706.4,13.48,4.75,1105.9,1793.4,2598.3,4643,0.869,0.667,0,0,0,0,0,0,1.26,0.685,1.803,1,1.799,1,1.028,0.645,0.903,0.588,1.039,0.587,0.904,0.586,0.904,0.582,0.794,0.5,0.794,1,1.544,1,0.794,0.5,100.4,94.1
